Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG,npxG,xA,npxG+xA,xG_90,xA_90,xG+xA_90,npxG_90,npxG+xA_90
Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,26-081,1995,17,16,1389,15.4,0,1,0,0,0,8,1,0,0.06,0.06,0,0.06,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07
Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,27-115,1994,12,10,920,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.01,0.06,0.07,0.01,0.07
Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,32-357,1989,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ondrej Duda\79ca3e23,sk SVK,MF,Köln,de Bundesliga,27-033,1994,17,13,1072,11.9,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,2.7,2.7,1.1,3.8,0.22,0.09,0.32,0.22,0.32
Jeremy Dudziak\5a8d6540,tn TUN,MFFW,Greuther Fürth,de Bundesliga,26-132,1995,12,7,597,6.6,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,1.3,1.3,1.1,2.4,0.2,0.17,0.37,0.2,0.37
Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,30-006,1992,14,12,1165,12.9,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07
Denzel Dumfries\481c9ece,nl NED,DF,Inter,it Serie A,25-264,1996,16,8,825,9.2,3,2,3,0,0,1,0,0.33,0.22,0.55,0.33,0.55,2.4,2.4,1.6,4,0.26,0.18,0.44,0.26,0.44
Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,28-303,1993,17,11,1015,11.3,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,1,1,1.2,2.2,0.09,0.1,0.19,0.09,0.19
Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,30-047,1991,14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04
Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,29-240,1992,7,7,474,5.3,0,1,0,0,0,1,0,0,0.19,0.19,0,0.19,0,0,0.6,0.6,0,0.12,0.12,0,0.12
Hugo Duro\37e103f8,es ESP,DFMF,Getafe,es La Liga,22-058,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.84,0,0.84,0.84,0.84
Hugo Duro\37e103f8,es ESP,MFFW,Valencia,es La Liga,22-058,1999,16,13,1062,11.8,5,1,5,0,0,2,1,0.42,0.08,0.51,0.42,0.51,2.6,2.6,0.7,3.3,0.22,0.06,0.28,0.22,0.28
Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,24-179,1997,19,15,1417,15.7,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11
Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,it Serie A,28-053,1993,14,12,967,10.7,5,3,4,1,2,2,0,0.47,0.28,0.74,0.37,0.65,4.8,3.3,2.5,5.8,0.45,0.23,0.68,0.31,0.54
Edin Džeko\3bb7f478,ba BIH,FW,Inter,it Serie A,35-296,1986,18,13,1238,13.8,8,3,8,0,0,2,0,0.58,0.22,0.8,0.58,0.8,5.7,5.7,2.2,7.9,0.41,0.16,0.58,0.41,0.58
Enzo Ebosse\9ba7b4fa,cm CMR,DF,Angers,fr Ligue 1,22-302,1999,12,7,634,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.03,0.03,0,0.03
Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,it Serie A,26-022,1995,12,8,739,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.03,0.03,0.06,0.03,0.06
Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,28-143,1993,20,20,1800,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,eng Premier League,23-356,1998,17,12,1030,11.4,5,3,4,1,1,1,0,0.44,0.26,0.7,0.35,0.61,5.2,4.4,1.7,6.1,0.45,0.15,0.6,0.38,0.53
Maximilian Eggestein\beb882a8,de GER,MF,Freiburg,de Bundesliga,25-030,1996,16,12,975,10.8,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,0.4,0.4,0.9,1.3,0.04,0.09,0.12,0.04,0.12
Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,26-227,1995,8,2,283,3.1,0,1,0,0,0,1,0,0,0.32,0.32,0,0.32,0.2,0.2,0.6,0.8,0.07,0.19,0.26,0.07,0.26
Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,32-163,1989,16,12,1014,11.3,1,0,1,0,0,6,0,0.09,0,0.09,0.09,0.09,0.6,0.6,0.1,0.7,0.06,0.01,0.06,0.06,0.06
Hugo Ekitike\5b92d896,fr FRA,FW,Reims,fr Ligue 1,19-201,2002,17,10,865,9.6,8,2,7,1,1,1,1,0.83,0.21,1.04,0.73,0.94,4.6,3.9,1.4,5.3,0.48,0.15,0.63,0.4,0.55
Jurgen Ekkelenkamp\73d6a176,nl NED,MFFW,Hertha BSC,de Bundesliga,21-277,2000,12,3,438,4.9,2,0,2,0,0,0,0,0.41,0,0.41,0.41,0.41,1.6,1.6,0.7,2.3,0.33,0.15,0.47,0.33,0.47
Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,it Serie A,27-290,1994,16,10,955,10.6,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,2.1,2.1,0.6,2.7,0.2,0.06,0.26,0.2,0.26
Anthony Elanga\2fba6108,se SWE,FWMF,Manchester Utd,eng Premier League,19-255,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberth Elis\104b4ad3,hn HON,FWMF,Bordeaux,fr Ligue 1,25-329,1996,11,9,836,9.3,7,0,7,0,0,2,0,0.75,0,0.75,0.75,0.75,3.9,3.9,1.2,5,0.42,0.12,0.54,0.42,0.54
Harvey Elliott\c8387671,eng ENG,MF,Liverpool,eng Premier League,18-278,2003,4,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,0.25,0.11,0.36,0.25,0.36
Elif Elmas\cf007308,mk MKD,MFFW,Napoli,it Serie A,22-105,1999,20,7,912,10.1,2,1,2,0,0,2,0,0.2,0.1,0.3,0.2,0.3,0.8,0.8,0.5,1.3,0.08,0.05,0.13,0.08,0.13
Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,29-180,1992,7,1,176,2,0,1,0,0,0,0,0,0,0.51,0.51,0,0.51,0,0,0.2,0.2,0.01,0.08,0.09,0.01,0.09
Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,27-285,1994,17,15,1352,15,3,1,3,0,0,2,1,0.2,0.07,0.27,0.2,0.27,1,1,0.1,1.1,0.06,0.01,0.07,0.06,0.07
Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,25-099,1996,14,14,1197,13.3,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.1,0.8,0.06,0,0.06,0.06,0.06
Sepe Elye Wahi\0d7b6576,fr FRA,FWMF,Montpellier,fr Ligue 1,19-005,2003,17,8,689,7.7,4,0,4,0,0,1,0,0.52,0,0.52,0.52,0.52,1.8,1.8,0.8,2.6,0.24,0.1,0.35,0.24,0.35
Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,eng Premier League,27-156,1994,14,10,906,10.1,2,0,2,0,0,2,0,0.2,0,0.2,0.2,0.2,2.8,2.8,0.6,3.4,0.27,0.06,0.34,0.27,0.34
Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,es La Liga,29-245,1992,18,18,1415,15.7,0,2,0,0,0,2,0,0,0.13,0.13,0,0.13,2,2,2.1,4.2,0.13,0.13,0.26,0.13,0.26
Breel Embolo\0b4f388a,ch SUI,FW,M'Gladbach,de Bundesliga,24-327,1997,12,9,833,9.3,2,2,2,0,0,2,0,0.22,0.22,0.43,0.22,0.43,3.6,3.6,2.4,6,0.39,0.26,0.65,0.39,0.65
Emerson\df8b52a5,br BRA,DF,Tottenham,eng Premier League,22-358,1999,14,13,1193,13.3,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.4,0.4,1.5,1.9,0.03,0.12,0.15,0.03,0.15
Emerson\df8b52a5,br BRA,DF,Barcelona,es La Liga,22-358,1999,3,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaud Emond\5c9ac7f0,be BEL,MFFW,Nantes,fr Ligue 1,30-033,1991,5,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,24-220,1997,8,5,471,5.2,3,1,2,1,1,0,0,0.57,0.19,0.76,0.38,0.57,3,2.2,1.2,3.4,0.57,0.23,0.8,0.42,0.65
Keita Endo\1a83027b,jp JPN,MF,Union Berlin,de Bundesliga,24-046,1997,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Wataru Endo\c149016b,jp JPN,MF,Stuttgart,de Bundesliga,28-332,1993,17,17,1511,16.8,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.3,1.1,0.6,1.6,0.08,0.03,0.11,0.06,0.1
Martin Erlic\0fee6bda,hr CRO,DF,Spezia,it Serie A,23-348,1998,13,13,1102,12.2,1,0,1,0,0,1,0,0.08,0,0.08,0.08,0.08,1,1,0.3,1.2,0.08,0.02,0.1,0.08,0.1
Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,it Serie A,28-286,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,26-102,1995,4,3,284,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,es La Liga,32-127,1989,14,4,452,5,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,0.5,0.5,0.8,1.3,0.09,0.16,0.25,0.09,0.25
Alfonso Espino\db001fa9,uy URU,DF,Cádiz,es La Liga,30-002,1992,19,19,1710,19,2,0,2,0,0,3,0,0.11,0,0.11,0.11,0.11,0.7,0.5,2.4,2.8,0.04,0.12,0.16,0.03,0.15
Michael Esser\83e0eeb4,de GER,GK,Bochum,de Bundesliga,34-046,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estanis\ace50e9f,es ESP,FW,Barcelona,es La Liga,18-136,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxime Estève\1a066e69,fr FRA,DF,Montpellier,fr Ligue 1,19-226,2002,13,10,949,10.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,es La Liga,23-351,1998,15,9,847,9.4,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.8,1.2,0.04,0.09,0.13,0.04,0.13
Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,eng Premier League,26-059,1995,6,4,371,4.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,34-004,1988,10,9,752,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,0.5,1.2,0.09,0.05,0.14,0.09,0.14
Eberechi Eze\ae4fc6a4,eng ENG,MF,Crystal Palace,eng Premier League,23-192,1998,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,es La Liga,20-021,2001,8,5,480,5.3,1,0,1,0,0,3,0,0.19,0,0.19,0.19,0.19,1.2,1.2,0.6,1.8,0.23,0.11,0.34,0.23,0.34
Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,36-264,1985,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho\7f3b388c,br BRA,MF,Liverpool,eng Premier League,28-076,1993,14,13,1162,12.9,1,1,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,0.8,0.8,0.6,1.4,0.06,0.05,0.11,0.06,0.11
Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,31-182,1990,13,12,898,10,0,0,0,0,0,4,1,0,0,0,0,0,0.6,0.6,0.3,0.9,0.06,0.03,0.09,0.06,0.09
Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,34-248,1987,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.3,0.3,0,0.3
Wout Faes\9c221d14,be BEL,DF,Reims,fr Ligue 1,23-279,1998,18,18,1620,18,2,0,2,0,0,2,0,0.11,0,0.11,0.11,0.11,0.9,0.9,0.1,1,0.05,0.01,0.06,0.05,0.06
Wahidullah Faghir\93c9e7d9,dk DEN,FW,Stuttgart,de Bundesliga,18-162,2003,6,0,123,1.4,1,0,1,0,0,0,0,0.73,0,0.73,0.73,0.73,0.4,0.4,0,0.4,0.31,0,0.31,0.31,0.31
Romain Faivre\745ca0a3,fr FRA,MF,Brest,fr Ligue 1,23-177,1998,18,17,1528,17,7,5,2,5,5,1,0,0.41,0.29,0.71,0.12,0.41,6.1,2.3,2.7,5,0.36,0.16,0.52,0.13,0.29
Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,es La Liga,35-331,1986,11,4,368,4.1,5,0,5,0,0,1,0,1.22,0,1.22,1.22,1.22,2.1,2.1,0,2.1,0.52,0,0.52,0.52,0.52
Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,it Serie A,26-270,1995,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fali\72a84002,es ESP,DFMF,Cádiz,es La Liga,28-148,1993,16,13,1020,11.3,0,2,0,0,0,3,0,0,0.18,0.18,0,0.18,0.3,0.3,0.4,0.7,0.03,0.04,0.06,0.03,0.06
Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,it Serie A,28-329,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,2.97,0,2.97,2.97,2.97
Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,30-074,1991,18,18,1541,17.1,2,4,2,0,0,4,0,0.12,0.23,0.35,0.12,0.35,1.1,1.1,2.1,3.2,0.06,0.13,0.19,0.06,0.19
Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,it Serie A,25-326,1996,8,5,497,5.5,2,1,2,0,0,2,0,0.36,0.18,0.54,0.36,0.54,1.1,1.1,0.4,1.5,0.2,0.08,0.28,0.2,0.28
Diego Farias\157d29b6,br BRA,MFFW,Cagliari,it Serie A,31-242,1990,4,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,23-326,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ömer Faruk Beyaz\8307b663,tr TUR,FWDF,Stuttgart,de Bundesliga,18-131,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Ansu Fati\0ba976e4,es ESP,FW,Barcelona,es La Liga,19-068,2002,5,3,213,2.4,3,0,3,0,0,0,0,1.27,0,1.27,1.27,1.27,1,1,0.7,1.7,0.44,0.29,0.74,0.44,0.74
Julien Faussurier\767212e6,fr FRA,DFFW,Brest,fr Ligue 1,34-358,1987,8,1,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.15,0.15,0,0.15
Andrea Favilli\44510fde,it ITA,FW,Genoa,it Serie A,24-235,1997,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleix Febas\38126309,es ESP,MF,Mallorca,es La Liga,25-339,1996,4,1,117,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0.05,0,0.05
Adrian Fein\60097ff6,de GER,MF,Greuther Fürth,de Bundesliga,22-295,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.09,0.15,0.06,0.15
Nabil Fekir\bece776f,fr FRA,MF,Betis,es La Liga,28-173,1993,17,16,1405,15.6,4,3,4,0,0,7,0,0.26,0.19,0.45,0.26,0.45,3.4,3.4,3.8,7.2,0.22,0.25,0.46,0.22,0.46
Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,32-236,1989,12,9,878,9.8,2,1,2,0,0,4,0,0.21,0.1,0.31,0.21,0.31,0.7,0.7,0.2,0.9,0.07,0.02,0.09,0.07,0.09
Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,24-291,1997,17,17,1490,16.6,0,0,0,0,0,6,1,0,0,0,0,0,0.2,0.2,0.1,0.2,0.01,0,0.02,0.01,0.02
Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,24-120,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.01,0.05,0.04,0.05
João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,22-058,1999,11,4,537,6,2,1,2,0,0,3,1,0.34,0.17,0.5,0.34,0.5,1.8,1.8,0.9,2.7,0.29,0.16,0.45,0.29,0.45
Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,30-339,1991,11,11,848,9.4,0,2,0,0,0,1,0,0,0.21,0.21,0,0.21,0,0,0.8,0.8,0,0.08,0.09,0,0.09
Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,eng Premier League,21-093,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,27-121,1994,18,17,1500,16.7,5,3,5,0,1,5,0,0.3,0.18,0.48,0.3,0.48,4,3.2,4.5,7.7,0.24,0.27,0.51,0.19,0.46
Edimilson Fernandes\3bb625ac,ch SUI,DFFW,Arminia,de Bundesliga,25-267,1996,7,2,283,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.07,0.09,0.16,0.07,0.16
Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,30-249,1991,10,10,896,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álex Fernández\aa677a35,es ESP,MF,Cádiz,es La Liga,29-084,1992,17,12,1175,13.1,3,1,2,1,2,2,0,0.23,0.08,0.31,0.15,0.23,2.4,0.9,0.6,1.5,0.19,0.04,0.23,0.07,0.12
Álvaro Fernández\f127d782,es ESP,GK,Brentford,eng Premier League,23-269,1998,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,32-320,1989,7,5,523,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13
Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,36-248,1985,12,5,520,5.8,1,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,0.8,0.8,0.8,1.6,0.13,0.13,0.27,0.13,0.27
Fernando\41f32541,br BRA,MFDF,Sevilla,es La Liga,34-166,1987,18,16,1436,16,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,27-190,1994,7,5,355,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,it Serie A,23-351,1998,14,10,937,10.4,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.6,0.7,0.01,0.06,0.07,0.01,0.07
Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,29-301,1992,17,17,1475,16.4,0,1,0,0,0,7,1,0,0.06,0.06,0,0.06,0.1,0.1,1.4,1.5,0.01,0.09,0.09,0.01,0.09
Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,it Serie A,28-234,1993,4,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04
Fidel\eb82b6f1,es ESP,MF,Elche,es La Liga,32-072,1989,17,17,1279,14.2,2,2,1,1,1,5,0,0.14,0.14,0.28,0.07,0.21,1.5,0.8,2.4,3.2,0.11,0.17,0.28,0.05,0.22
Karol Fila\50ac8941,pl POL,DF,Strasbourg,fr Ligue 1,23-208,1998,6,4,306,3.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.7,0.7,0,0.2,0.2,0,0.2
Alfreð Finnbogason\f9e7c4ac,is ISL,FWMF,Augsburg,de Bundesliga,32-340,1989,3,2,141,1.6,1,1,1,0,0,0,0,0.64,0.64,1.28,0.64,1.28,0.4,0.4,0.2,0.6,0.28,0.11,0.4,0.28,0.4
Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,it Serie A,25-166,1996,3,2,120,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,it Serie A,31-359,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino\4c370d81,br BRA,FWMF,Liverpool,eng Premier League,30-097,1991,11,4,440,4.9,4,2,4,0,0,0,0,0.82,0.41,1.23,0.82,1.23,4,4,0.9,4.9,0.82,0.18,1,0.82,1
Junior Firpo\24f59bb2,es ESP,DF,Leeds United,eng Premier League,25-138,1996,13,10,905,10.1,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.05,0.06,0.11,0.05,0.11
Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,28-208,1993,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,eng Premier League,26-097,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1.16,0,1.16,1.16,1.16
Alexis Flips\caef7840,fr FRA,FWMF,Reims,fr Ligue 1,21-354,2000,13,7,586,6.5,1,3,0,1,1,2,0,0.15,0.46,0.61,0,0.46,0.9,0.2,1,1.2,0.14,0.16,0.3,0.03,0.19
Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,it Serie A,30-302,1991,13,8,731,8.1,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,0.4,0.4,0.6,1,0.05,0.08,0.13,0.05,0.13
Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,eng Premier League,21-224,2000,13,10,921,10.2,5,3,5,0,0,0,0,0.49,0.29,0.78,0.49,0.78,5.1,5.1,3.5,8.6,0.49,0.35,0.84,0.49,0.84
Mamadou Fofana\4c4ffacc,ml MLI,DF,Metz,fr Ligue 1,23-351,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seko Fofana\5313ed43,ci CIV,MF,Lens,fr Ligue 1,26-245,1995,19,19,1696,18.8,5,0,5,0,0,1,0,0.27,0,0.27,0.27,0.27,4.9,4.9,2.5,7.4,0.26,0.13,0.39,0.26,0.39
Youssouf Fofana\822d51d7,fr FRA,MF,Monaco,fr Ligue 1,22-362,1999,16,10,905,10.1,0,3,0,0,0,4,0,0,0.3,0.3,0,0.3,0.4,0.4,0.9,1.3,0.04,0.09,0.13,0.04,0.13
Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,27-104,1994,14,13,1137,12.6,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,0.2,0.2,1.5,1.7,0.02,0.12,0.14,0.02,0.14
Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,30-244,1991,2,2,167,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,21-330,2000,5,2,178,2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.2,0.06,0.02,0.08,0.06,0.08
José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,38-016,1983,19,19,1710,19,0,2,0,0,0,1,0,0,0.11,0.11,0,0.11,0.6,0.6,0.7,1.3,0.03,0.04,0.07,0.03,0.07
Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,it Serie A,31-357,1990,4,0,58,0.6,2,1,2,0,0,1,0,3.1,1.55,4.66,3.1,4.66,1,1,0.1,1,1.5,0.13,1.63,1.5,1.63
Pablo Fornals\82927de4,es ESP,MFFW,West Ham,eng Premier League,25-319,1996,18,16,1355,15.1,4,2,4,0,0,3,0,0.27,0.13,0.4,0.27,0.4,2.9,2.9,2.1,5,0.19,0.14,0.33,0.19,0.33
Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,30-076,1991,17,11,925,10.3,4,0,1,3,3,1,0,0.39,0,0.39,0.1,0.1,5.6,3.3,1.8,5.1,0.54,0.18,0.72,0.32,0.5
Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,eng Premier League,30-091,1991,11,9,831,9.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.8,1,0.02,0.09,0.11,0.02,0.11
Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,eng Premier League,22-203,1999,6,1,197,2.2,0,1,0,0,0,0,0,0,0.46,0.46,0,0.46,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09
Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,33-296,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,de Bundesliga,26-337,1995,12,9,737,8.2,2,1,2,0,0,3,0,0.24,0.12,0.37,0.24,0.37,2.1,2.1,0.7,2.8,0.26,0.09,0.35,0.26,0.35
